"all _ image _ url","Event Date - parsed","User","Occurrence status assumed to be present","Coordinate precision not valid","Country inferred from coordinates","Data are generalised","Coordinates converted to WGS84","First of the month","First of the year","Geodetic datum assumed WGS84","Habitat incorrect for species","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Collector name unparseable","Coordinate uncertainty not valid","Collection code not recognised","Institution code not recognised"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-27","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-05","","true","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","1996-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1987-06-15","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1998-06-15","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-08","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-07","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1992-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-28","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-30","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1993-06-26","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1983-06-10","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1983-06-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-04","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1996-06-23","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1981-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1997-06-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-09","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-05","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-27","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-30","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1992-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-08","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-07","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-05","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-21","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1996-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-28","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2019-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-07","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-15","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1998-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-22","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2014-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2010-06-05","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2008-06-01","","true","false","true","false","false","true","false","true","false","false","false","false","false","false","false","false"
"","1983-06-07","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-29","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1997-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2010-06-23","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-07","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1996-06-22","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1997-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2007-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-25","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-11","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-04","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1981-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-17","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2013-06-15","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-17","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2010-06-23","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2010-06-05","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1985-06-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2006-06-27","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1990-06-15","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2006-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1996-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1997-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-14","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2008-06-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1998-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2010-06-23","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","2011-06-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2014-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-09","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-21","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
