id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
15938747,Sat Aug 11 2018 04:18:43 GMT-0400 (EDT),2018-08-11,2018-08-11 08:18:43 UTC,Eastern Time (US & Canada),762185,nealkelso,2018-08-27 07:07:57 UTC,2019-08-24 17:05:39 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/15938747,https://inaturalist-open-data.s3.amazonaws.com/photos/23848203/medium.jpg?1535353680,,"",,2,0,true,3,"Aqaba, , Aqaba, JO",29.6281216667,35.5132666667,10,10,,,false,,,Dromadaire,Camelus dromedarius,Dromedary Camel,Mammalia,81542
15939506,2018-07-25 5:09:41 pm AEST,2018-07-25,2018-07-25 07:09:41 UTC,Brisbane,1165185,kaybutler,2018-08-27 08:37:21 UTC,2019-08-11 14:48:23 UTC,research,,https://www.inaturalist.org/observations/15939506,https://static.inaturalist.org/photos/23849496/medium.jpeg?1535359052,,"",,3,0,false,2,"3 Isa St, Mount Isa City QLD 4825, Australia",-20.728509903,139.4922637939,,,,,false,gps,gps,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
15985847,2018-08-28T08:05,2018-08-28,2018-08-27 22:05:00 UTC,Sydney,196849,questagame,2018-08-28 22:46:04 UTC,2019-08-11 14:47:45 UTC,research,CC-BY,https://www.inaturalist.org/observations/15985847,https://inaturalist-open-data.s3.amazonaws.com/photos/23933855/medium.jpeg?1535496366,,"","Sighting and photos (c) toby3.
Field Notes - Found on the side of the road in the desert.",3,0,false,111,"Ngaanyatjarraku, AU-WA, AU",-26.1478609397,126.5296783306,,29891,obscured,,true,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16065252,2018-08-31T17:22,2018-08-31,2018-08-31 07:22:00 UTC,Sydney,196849,questagame,2018-08-31 11:06:29 UTC,2019-08-11 14:45:51 UTC,research,CC-BY,https://www.inaturalist.org/observations/16065252,https://inaturalist-open-data.s3.amazonaws.com/photos/24056043/medium.jpeg?1535713590,,"","Sighting and photos (c) crazycookeburras.
Field Notes - Spotted on the birdsville track!",4,0,false,111,"Unincorp. Far North, AU-SA, AU",-26.8599572612,139.0589988162,,29798,obscured,,true,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16520735,Sat Mar 31 2018 05:23:56 GMT-0400 (EDT),2018-03-31,2018-03-31 09:23:56 UTC,Eastern Time (US & Canada),1208416,awesomeorcas,2018-09-14 14:21:40 UTC,2018-10-31 11:47:48 UTC,casual,,https://www.inaturalist.org/observations/16520735,https://static.inaturalist.org/photos/24868421/medium.jpg?1536934904,,"",,1,0,true,3,"Old City Road, Hyderabad, TG, IN",17.3691130378,78.4599601556,43112,43112,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16567574,Sat Sep 15 2018 14:58:40 GMT-0700 (PDT),2018-09-15,2018-09-15 21:58:40 UTC,Pacific Time (US & Canada),1157409,worldsmithroy,2018-09-15 21:58:49 UTC,2020-04-04 21:44:04 UTC,casual,,https://www.inaturalist.org/observations/16567574,https://static.inaturalist.org/photos/24951110/medium.jpg?1537048732,,"",,1,0,true,3,"I-5 N, Santa Ana, CA, US",33.7444243567,-117.8423081469,32,32,,,false,,,Dromedario,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16642210,2015/09/21 2:36 PM PDT,2015-09-21,2015-09-21 21:36:00 UTC,Pacific Time (US & Canada),370367,tlaloc27,2018-09-17 22:57:53 UTC,2018-09-23 03:58:34 UTC,casual,,https://www.inaturalist.org/observations/16642210,https://static.inaturalist.org/photos/25087552/medium.jpg?1537225017,,"",,3,0,true,,"Parnell, MO 64475, USA",40.43999,-94.6232974,627,627,,,false,,,Одногорбый верблюд,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16669738,Wed Feb 28 2018 09:29:41 GMT+0330 (GMT+3:30),2018-02-28,,UTC,842641,shauheen,2018-09-18 21:42:23 UTC,2018-09-18 21:43:01 UTC,casual,,https://www.inaturalist.org/observations/16669738,https://static.inaturalist.org/photos/25138821/medium.jpg?1537306977,,"",,0,0,true,3,"Qeshm, , Hormozgān, IR",26.8392945743,56.0452336517,6833,6833,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16708564,Sat Oct 07 2017 14:22:26 GMT-0500 (CDT),2017-10-07,2017-10-07 19:22:26 UTC,Central Time (US & Canada),1215318,briancostin,2018-09-20 04:01:03 UTC,2018-09-20 04:01:10 UTC,casual,,https://www.inaturalist.org/observations/16708564,https://static.inaturalist.org/photos/25207233/medium.jpg?1537416066,,"",,0,0,true,3,"16978 W Aptakisic Rd, Lincolnshire, IL, US",42.18368,-87.96183,5,5,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16805493,2018/01/26 10:32 AM MST,2018-01-26,2018-01-26 17:32:00 UTC,Mountain Time (US & Canada),1626,davidbygott,2018-09-22 20:09:23 UTC,2018-09-22 20:27:52 UTC,casual,,https://www.inaturalist.org/observations/16805493,https://static.inaturalist.org/photos/25371780/medium.jpeg?1537646901,,"",Domesticated Camel kept by Maasai near Olduvai NCA - 26 jan 2018,1,0,true,,"Ngorongoro, Tanzania",-3.0982972222,35.4014055556,5,5,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
16886240,2012/10/10 8:50 AM MSK,2012-10-10,2012-10-10 04:50:00 UTC,Moscow,1160263,entomokot,2018-09-24 23:21:30 UTC,2019-12-08 02:55:02 UTC,casual,,https://www.inaturalist.org/observations/16886240,https://static.inaturalist.org/photos/25508206/medium.jpg?1537831225,,"",,2,0,true,,"Мота Салайя, Мандви, Гуджарат, Индия",22.8228919132,69.3527317759,697,697,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17057364,Sun Apr 19 2015 14:27:05 GMT+0200 (GMT+2),2015-04-19,2015-04-19 12:27:05 UTC,Africa/Johannesburg,1242133,sorenw,2018-09-30 09:46:53 UTC,2018-09-30 09:47:08 UTC,casual,CC0,https://www.inaturalist.org/observations/17057364,https://inaturalist-open-data.s3.amazonaws.com/photos/25811249/medium.jpg?1538300823,,"",,0,0,true,3,"Rødehavet, , Rødehavet, EG",27.0263681455,33.8873500951,794,794,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17191123,Wed Sep 26 2018 10:53:39 GMT-0400 (EDT),2018-09-26,2018-09-26 14:53:39 UTC,Eastern Time (US & Canada),783072,norah28,2018-10-04 17:12:25 UTC,2018-10-04 17:12:41 UTC,casual,,https://www.inaturalist.org/observations/17191123,https://static.inaturalist.org/photos/26056318/medium.jpg?1538673159,,"",,0,0,true,3,"31.808571, 35.505180, , , ",31.8085702919,35.505180075,1341,1341,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17258987,Sat Oct 06 2018 17:21:59 GMT-0400 (EDT),2018-10-06,2018-10-06 21:21:59 UTC,Eastern Time (US & Canada),1084795,gregconiglio,2018-10-06 21:23:49 UTC,2018-10-06 21:30:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/17258987,https://inaturalist-open-data.s3.amazonaws.com/photos/26178477/medium.jpg?1538861033,,"",,0,0,true,3,"11167 Main St, Clarence, NY, US",42.9840266087,-78.5676045707,34,34,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17283399,,,,UTC,1261850,harldard,2018-10-07 16:33:33 UTC,2018-10-07 16:33:38 UTC,casual,,https://www.inaturalist.org/observations/17283399,https://static.inaturalist.org/photos/26222759/medium.jpeg?1538930015,,"",,0,0,false,2,,,,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17295190,2018/01/05 3:15 PM CST,2018-01-05,2018-01-05 21:15:00 UTC,Central Time (US & Canada),932184,ldgc,2018-10-07 21:38:14 UTC,2018-10-07 21:38:14 UTC,casual,CC-BY,https://www.inaturalist.org/observations/17295190,https://inaturalist-open-data.s3.amazonaws.com/photos/26244958/medium.jpeg?1538948255,,"",In Ponderosa Adventure Park,0,0,true,,"Guanacaste Province, Costa Rica",10.5612444444,-85.3985138889,5,5,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17301593,Sun Oct 07 2018 13:43:24 GMT-0400 (EDT),2018-10-07,2018-10-07 17:43:24 UTC,Eastern Time (US & Canada),1261599,deatails,2018-10-08 00:33:27 UTC,2018-10-08 00:36:20 UTC,casual,,https://www.inaturalist.org/observations/17301593,https://static.inaturalist.org/photos/26256708/medium.jpg?1538958810,,"",,0,0,true,3,"Topsfield Fairgrounds, Topsfield, MA, US",42.6301883333,-70.94477,5,5,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17317890,2009/07/31 11:45 PM EDT,2009-07-31,2009-08-01 03:45:00 UTC,Eastern Time (US & Canada),389353,cesarcastillo,2018-10-08 15:22:38 UTC,2020-06-12 04:50:58 UTC,research,,https://www.inaturalist.org/observations/17317890,https://static.inaturalist.org/photos/26286489/medium.jpeg?1539011565,,"",,1,0,false,,"Afar Zone 3, Ethiopia",9.0922781776,40.139735422,15625,15625,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17588944,2018-10-15T23:07,2018-10-15,2018-10-15 12:07:00 UTC,Sydney,196849,questagame,2018-10-17 10:17:52 UTC,2019-08-11 14:47:25 UTC,research,CC-BY,https://www.inaturalist.org/observations/17588944,https://inaturalist-open-data.s3.amazonaws.com/photos/26780078/medium.jpeg?1539771474,,"","Sighting and photos (c) lync.
",4,0,false,111,"Ngaanyatjarraku, AU-WA, AU",-24.9968094534,128.6942571866,,30025,obscured,,true,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17740311,2018-10-12T15:42,2018-10-12,2018-10-12 04:42:00 UTC,Sydney,196849,questagame,2018-10-22 11:39:30 UTC,2019-08-11 14:46:29 UTC,research,CC-BY,https://www.inaturalist.org/observations/17740311,https://inaturalist-open-data.s3.amazonaws.com/photos/27055095/medium.jpg?1540208372,,"","Sighting and photos (c) unurupa.
",4,0,false,111,"Anangu Pitjantjatjara, AU-SA, AU",-26.3091415654,132.1232007003,,29868,obscured,,true,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17764282,2018-10-21 3:17:22 p. m. GMT-05:00,2018-10-21,2018-10-21 10:17:22 UTC,Ekaterinburg,1286104,valeria117,2018-10-23 05:46:32 UTC,2018-10-23 13:02:02 UTC,casual,,https://www.inaturalist.org/observations/17764282,https://static.inaturalist.org/photos/27097479/medium.jpeg?1540273602,,"",Zonas desiertas y áridas. ,1,0,true,2,"Calle Mesa del Nte 863, San Vicente, 44330 Guadalajara, Jal., México",20.7013092,-103.3105701,22,22,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17798839,2018-10-24 4:56:33 PM EET,2018-10-24,2018-10-24 13:56:33 UTC,Athens,1274790,sem1,2018-10-24 16:26:56 UTC,2018-10-24 17:12:23 UTC,casual,,https://www.inaturalist.org/observations/17798839,https://static.inaturalist.org/photos/27158523/medium.jpeg?1540398445,,"",,1,0,true,2,"Qesm Sharm Ash Sheikh, South Sinai Governorate, Egitto",28.1898063006,34.2395973578,4208,4208,,,false,gps,gps,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
17947263,2018/08/18 3:18 PM PDT,2018-08-18,2018-08-18 22:18:00 UTC,Pacific Time (US & Canada),1306470,hortoni,2018-10-29 23:18:04 UTC,2019-03-27 14:19:54 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/17947263,https://inaturalist-open-data.s3.amazonaws.com/photos/27422816/medium.jpeg?1540854953,,"","Scientific & Common Name: Dromedary Camel (Camelus dromedarius)

Habitat/ Geographic Range: The dromedary camel can be found in arid desert environments with long dry seasons and short rainy seasons which serves them well as they are very sensitive to cold weather (Nelson,  Bwala, & Nuhu, 2015). They inhabit many regions throughout the Middle East, the arid deserts of Northern Africa, Northern India, the Sahara Desert and have a modest population in Australia (Nelson et al., 2015).

Size, Weight & Lifespan: Dromedary camels are large animals reaching up to 10ft in length, with males weighing between 400-600kg with heights typically between 5.9- 6.6 ft as adults, and females weighing between 300-540kg with average heights ranging between 5.6-6.2 ft as adults (Nelson et al., 2015). The average lifespan for both male and female dromedary camels is 40 years (Nelson et al., 2015).

Diet: Dromedary camels are browsers, meaning they are herbivores who forage at great lengths (up to 6 hours a day) for food (Nelson et al., 2015). In a preference study conducted by Field (1979), whereby dromedary camels were given the option between two food choices and had to choose the preferred option, it was found that the average preferred diet of the dromedary camel consisted of dwarf shrubs, trees, grasses, herbs, and vines. This makes sense as their long necks and long legs enable them to obtain leaves and herbs from tall tree’s out of reach from other animals, and the thick skin that lines the inside of their mouths allows them to chew prickly plants such as vines that other animals cannot eat (Nelson et al., 2015).	

Reproduction: Dromedary Camels are seasonal breeders and copulation tends to occur once a year within the winter months and peak during the rainy season (Bahrawy, Khalifa, & Rateb, 2015). Female dromedary camels reach sexual maturity at the average age of 3 but will usually not begin to mate until the age of 4 and males around the age of 6 (Nelson et al., 2015). During mating season male camels will attempt to attract a receptive female by exhibiting rutting behaviors (Padalino, Monaco, Lacalandra, 2015). These behaviors typically consist of extrusion of the soft palate and splashing of their urine onto their hump and legs (Padalino et al., 2015). Copulation begins by the male smelling the genitalia of the female and biting around her hump, followed by him grasping the females forelegs with his own legs to force her into a seated position and allow for intromission (Padalino et al., 2015). On average, copulation lasts for about 10-20 minutes with an average of 3 to 4 ejaculations occurring (Padalino et al., 2015). Once impregnated, the length of gestation is about 12-13 months (Nelson et al., 2015). Dromedary female camels are induced ovulators whereby coitus triggers ovulation (Bahrawy, 2015). Hassanein et al., (2010), found that placement of seminal fluid in the vagina triggered luteinizing hormone (LH) release, a hormone required to induce ovulation, whereas mechanical stimulation of the cervix did not (Hassanein et al., 2010).This is due to the fact that dromedary semen has an ovulation-inducing factor which stimulates the release of GnRH from the hypothalamus, a hormone that stimulates LH release from the pituitary (Adams & Ratto, 2012). Despite these studies being conducted in 2010 and 2012, I believe they best illustrate the physiological mechanisms behind induced ovulation in the female dromedary compared to any other literature. 

Communication: A focal animal sampling ethogram whereby multiple dromedary camels were observed in restricted enclosures for a fixed amount of time found that communication consists primarily of vocalizations and scent marking (Padalino et al., 2015) . Dromedary camels are very vocal animals and can make a number of sounds ranging from groans, roars, and moans to communicate specific feelings (Padalino et al., 2015) For example, a rutting male will emit a “blo-blo” type sound to communicate that he is looking for a receptive female (Padalino et al., 2015). Scent marking refers to male camels spreading their back legs and spraying their urine onto themselves which communicates to females that a male wants to mate (Padalino et al., 2015).  Nelson et al., (2015) also observed that stamping feet and vomiting cud at other camels communicates displeasure and aggression.

Predators: Due to the domestication of dromedary camels about 5,000 years ago, predation of these large animals is very limited (Nelson et al., 2015). Dromedary camels also inhabit very dry, arid regions, where very few carnivorous animals are found. However, before the domestication of these animals, their main predators were lions and leopards (Nelson et al., 2015). 

Conservation Status: As of today, the wild dromedary camel population is extinct due to semi-domestication, meaning they are free ranging in their natural habitat but under the control of humans (Nelson et al., 2015). Therefore, their conservation status is domesticated. 

Did You Know: Contrary to popular belief, the dromedary camel’s hump is not filled with water, but is instead a site for fat storage. To survive in arid-desert environments, where water and food are often scarce, dromedary camels have adopted a remarkable adaptive mechanism whereby they are able to store fat reserves in their hump which are broken down into carbohydrates and therefore provide the animal with abundant amounts of ATP energy(Adams & Ratto, 2013). This allows them to go weeks at a time without food (Adams & Ratto, 2013). When this fat is metabolized, water is produced as a byproduct which allows for camels to survive upwards of two weeks without drinking water (Adams & Ratto, 2013). 
",3,0,true,,"Wadi Araba Sub-District, Jordan",30.449725,35.405675,6,6,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18024150,2018-11-01 12:47:37 PM CST,2018-11-01,2018-11-01 17:47:37 UTC,Central Time (US & Canada),1275821,reyna1909,2018-11-02 03:29:25 UTC,2018-11-02 03:30:00 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/18024150,https://inaturalist-open-data.s3.amazonaws.com/photos/27556428/medium.jpeg?1541129397,,"",,0,0,false,2,,,,,,,,false,,,Dromedario,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18049280,2018-11-03 9:05:33 AM GMT+04:00,2018-11-03,2018-11-03 05:05:33 UTC,Abu Dhabi,1310939,rosearmour,2018-11-03 05:16:36 UTC,2018-11-03 17:57:58 UTC,research,,https://www.inaturalist.org/observations/18049280,https://static.inaturalist.org/photos/28350602/medium.jpeg?1542783554,,"",,2,0,false,2,Mleiha - 3rd Street - Dubai - United Arab Emirates,25.11409355,55.83079779,6,6,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18056667,Sat Apr 08 2017 14:30:45 GMT+0200 (GMT+2),2017-04-08,2017-04-08 12:30:45 UTC,Africa/Johannesburg,1319107,siel,2018-11-03 13:52:24 UTC,2018-11-03 13:52:32 UTC,casual,,https://www.inaturalist.org/observations/18056667,https://static.inaturalist.org/photos/27607234/medium.jpg?1541253149,,"",,0,0,true,3,"15859, Rumah, Riyad, SA",25.5296581317,47.1372156757,227,227,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18072485,Mon Sep 24 2018 17:38:03 GMT+0200 (GMT+2),2018-09-24,2018-09-24 15:38:03 UTC,Africa/Johannesburg,1323733,igel_x,2018-11-03 22:18:00 UTC,2018-11-20 14:55:58 UTC,casual,,https://www.inaturalist.org/observations/18072485,https://static.inaturalist.org/photos/27632159/medium.jpg?1541283513,,"",,3,0,true,3,"Aqaba, , Aqaba, JO",29.5599616667,35.4511466667,0,0,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18077022,Sat Oct 13 2018 15:18:29 GMT+0800 (GMT+8),2018-10-13,2018-10-13 07:18:29 UTC,Australia/Perth,1324413,kelvinoo,2018-11-04 00:36:34 UTC,2019-08-11 14:47:35 UTC,research,,https://www.inaturalist.org/observations/18077022,https://static.inaturalist.org/photos/27639707/medium.jpg?1541291830,,"","Friendly, got up to 4-5m close",5,0,false,3,"6431, , WA, AU",-26.0716278333,126.5929633333,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18081727,Sun Apr 01 2018 10:00:46 GMT-0700 (PDT),2018-04-01,2018-04-01 17:00:46 UTC,Pacific Time (US & Canada),1219290,alexe510,2018-11-04 03:30:08 UTC,2018-11-04 03:30:21 UTC,casual,,https://www.inaturalist.org/observations/18081727,https://static.inaturalist.org/photos/27646302/medium.jpg?1541302217,,"",,0,0,false,3,,,,,,private,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18147074,Sun Sep 23 2018 09:46:55 GMT+1000 (GMT+10),2018-09-23,2018-09-22 23:46:55 UTC,Brisbane,1325508,peter377,2018-11-06 00:07:31 UTC,2019-01-24 17:55:35 UTC,casual,,https://www.inaturalist.org/observations/18147074,https://static.inaturalist.org/photos/27741096/medium.jpg?1541462877,,"",,2,0,true,3,"55 Davison Road, Camp Mountain, QLD, AU",-27.3987,152.8616633333,10,10,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18216052,Sun Oct 23 2016 10:27:24 GMT-0400 (EDT),2016-10-23,2016-10-23 14:27:24 UTC,Eastern Time (US & Canada),1338134,yogajudith,2018-11-07 18:48:45 UTC,2018-11-07 18:48:57 UTC,casual,,https://www.inaturalist.org/observations/18216052,https://static.inaturalist.org/photos/27834662/medium.jpg?1541616532,,"",,0,0,true,3,"43440, Lakeside Marblehead, OH, US",41.5194966667,-82.8465416667,5,5,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18244026,Fri Nov 02 2018 17:10:52 GMT+0100 (GMT+1),2018-11-02,2018-11-02 16:10:52 UTC,Amsterdam,1328118,jorel81,2018-11-08 08:20:14 UTC,2018-11-08 08:20:25 UTC,casual,,https://www.inaturalist.org/observations/18244026,https://static.inaturalist.org/photos/27874178/medium.jpg?1541665223,,"",,0,0,true,3,"Al Fagaa, Dubaï, Dubaï, AE",24.6767066667,55.5676033333,0,0,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18327510,,,,Brussels,1345825,xjmsr,2018-11-11 14:34:09 UTC,2018-11-11 14:34:09 UTC,casual,,https://www.inaturalist.org/observations/18327510,https://static.inaturalist.org/photos/28006377/medium.jpeg?1541946830,,"","VLUU L100, M100  / Samsung L100, M100",0,0,true,,,,,446374,446374,private,,true,,,Dromadaire,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18452334,2017/05/21 4:04 AM MSK,2017-05-21,2017-05-21 01:04:00 UTC,Moscow,1348027,tomegatherion,2018-11-17 18:34:58 UTC,2018-12-08 08:51:46 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/18452334,https://inaturalist-open-data.s3.amazonaws.com/photos/28211208/medium.jpg?1542479112,,"",,1,0,true,,Резаксай,40.9450236872,71.3049893952,488,488,,,false,,,Одногорбый верблюд,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18575335,1993-03-25,1993-03-25,,Africa/Johannesburg,842896,nickleggatt,2018-11-23 12:51:09 UTC,2018-11-23 13:01:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18575335,https://inaturalist-open-data.s3.amazonaws.com/photos/28422361/medium.jpg?1542977342,,"","",1,0,false,,"Marsabit County, Kenya",1.3841426928,37.7160644531,100000,100000,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18591663,Fri Nov 23 2018 21:17:00 GMT-0600 (CST),2018-11-23,2018-11-24 03:17:00 UTC,Central Time (US & Canada),1360797,maryparedes04,2018-11-24 03:56:25 UTC,2018-11-24 03:56:33 UTC,casual,,https://www.inaturalist.org/observations/18591663,https://static.inaturalist.org/photos/28451267/medium.jpg?1543031790,,"",,0,0,false,3,,,,,,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18641455,Sun Nov 25 2018 15:06:09 GMT-0700 (MST),2018-11-25,2018-11-25 22:06:09 UTC,Mountain Time (US & Canada),264009,ck2az,2018-11-26 02:51:32 UTC,2018-11-26 02:52:42 UTC,casual,CC-BY,https://www.inaturalist.org/observations/18641455,https://inaturalist-open-data.s3.amazonaws.com/photos/28534962/medium.jpg?1543200719,,"",,0,0,true,3,"12000 Stern Dr, Mesquite, NM, US",32.1755866667,-106.6725666667,0,0,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18645802,Thu Nov 22 2018 14:57:00 GMT-0600 (CST),2018-11-22,2018-11-22 20:57:00 UTC,Central Time (US & Canada),1172936,garciaitzaa,2018-11-26 06:59:31 UTC,2018-11-26 07:03:26 UTC,casual,,https://www.inaturalist.org/observations/18645802,https://static.inaturalist.org/photos/28542234/medium.jpg?1543215590,,"",,0,0,true,3,"Zoologico el Centenario, Mérida, YUC, MX",20.968195,-89.6406633333,16,16,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18646090,,,,UTC,1290296,eduardo234,2018-11-26 07:13:00 UTC,2020-05-05 18:10:03 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/18646090,https://inaturalist-open-data.s3.amazonaws.com/photos/28542662/medium.jpg?1543216382,,"",,0,0,true,2,"67-B 401, Sin Nombre de Col 9, Mérida, Yuc., México",20.9825335835,-89.6707066482,5,5,,,false,,,Dromedario,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18653521,2018-08-07,2018-08-07,,Pacific Time (US & Canada),1363787,lophura7,2018-11-26 17:15:18 UTC,2018-12-07 07:47:16 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/18653521,https://inaturalist-open-data.s3.amazonaws.com/photos/28554624/medium.jpg?1543252517,,"",Camelus dromedarius,0,0,true,,Wildlife Safari,43.140867,-123.427453,,,,,false,,"",Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18657281,2018/11/04 12:17 PM UTC,2018-11-04,2018-11-04 12:17:00 UTC,UTC,1007468,dontenphoto,2018-11-26 20:32:53 UTC,2018-11-26 21:28:07 UTC,casual,,https://www.inaturalist.org/observations/18657281,https://static.inaturalist.org/photos/28560745/medium.jpeg?1543264070,,"",Dromendary Camel,0,0,true,,"Miami-Dade, Florida, United States",25.6080913544,-80.4013977051,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18669922,2018-11-27 2:51:18 nachm. GMT+08:00,2018-11-27,2018-11-27 06:51:18 UTC,Australia/Perth,1367648,emilst,2018-11-27 07:53:36 UTC,2018-11-27 07:53:45 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/18669922,https://inaturalist-open-data.s3.amazonaws.com/photos/28581200/medium.jpeg?1543305222,,"",,0,0,false,2,,,,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18716847,1985/05/10 6:32 PM CEST,1985-05-10,1985-05-10 16:32:00 UTC,Paris,32652,morton1905,2018-11-29 17:36:01 UTC,2018-11-29 18:51:19 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/18716847,https://inaturalist-open-data.s3.amazonaws.com/photos/28660097/medium.jpg?1543512918,,"Camelus dromedarius, Dromedary, Arabian camel, Jednogrba deva","Camelus dromedarius, Dromedary,  Arabian camel, Jednogrba deva, 6853 Fa,",1,0,true,,"Ghardaia Province, Algeria",30.1232411147,2.978280807,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18780961,Sun Dec 02 2018 13:40:12 GMT-0500 (EST),2018-12-02,2018-12-02 18:40:12 UTC,Eastern Time (US & Canada),1307410,dakotabass,2018-12-02 18:43:24 UTC,2018-12-11 07:45:21 UTC,casual,,https://www.inaturalist.org/observations/18780961,https://static.inaturalist.org/photos/28764650/medium.jpg?1543776207,,"","The Dromedary Camel is a large, even-toed ungulate with one hump on its back. Domain: Eukarya, Kingdom: Animalia, Phylum: Chordata, Class: Mammalia, Order: Artiodactyla, Family: Camelidae, Genus: Camelus, Species: C. Dromedarius. Biome: Middle East and North Africa. Food Chain: Consumer because they eat organisms from a different population.",1,0,true,3,"42718, Campbellsville, KY, US",37.3995594409,-85.4369194121,14835,14835,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18861796,Mon Jul 09 2018 10:38:44 GMT+0200 (GMT+2),2018-07-09,2018-07-09 08:38:44 UTC,Africa/Johannesburg,1381652,cerdan,2018-12-06 15:08:50 UTC,2018-12-07 18:15:05 UTC,casual,,https://www.inaturalist.org/observations/18861796,https://static.inaturalist.org/photos/28899191/medium.jpg?1544108934,,"",,1,0,true,3,"47402, Zagora, Souss-Massa-Drâa, MA",29.8085366667,-5.7338216667,6,6,,,false,,,Dromedário,Camelus dromedarius,Dromedary Camel,Mammalia,81542
18865197,2015/12/31 10:18 AM MSK,2015-12-31,2015-12-31 07:18:00 UTC,Moscow,1348027,tomegatherion,2018-12-06 18:43:32 UTC,2018-12-08 08:51:52 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/18865197,https://inaturalist-open-data.s3.amazonaws.com/photos/28904393/medium.jpg?1544120686,,"",,1,0,true,,"Чустский район, Узбекистан",40.9500594656,71.3049295657,122,122,,,false,,,Одногорбый верблюд,Camelus dromedarius,Dromedary Camel,Mammalia,81542
